ticket_id,created_at,title,description,priority,status,category,platform,device_type,country,service,assigned_team,error_code,resolved_at,incident_id,is_isolated,is_duplicate
T000584,2026-06-21 11:43:00,Live TV fais on tvOS,Customers report player startup failures on Apple TV devices.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-21 22:51:00,INC0020,False,False
T000446,2026-01-21 10:31:00,EPG not updating,The EPG contains empty schedule slots and has not refreshed correctly.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-21 15:21:00,INC0017,False,False
T000868,2026-06-28 12:21:00,Profile avatar not saved,A user cannot save a new profile avatar.,Medium,Resolved,Other,Android,Mobile,SE,Other,Customer Support,,,,True,False
T000801,2026-01-24 08:05:00,Playback fails on Samsung TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-24 19:32:00,INC0005,False,False
T000600,2026-01-02 06:41:00,Missing programme information,Programme guide data is missing for several channels in Norway.,High,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 08:45:00,INC0008,False,False
T000850,2026-02-06 11:17:00,Live TV timeout on Android TV,Live layback fails intermittently due to upstream timeout errors.,Critical,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 14:03:00,INC0029,False,False
T000266,2026-01-24 07:12:00,Playback is failing on Samsung TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,High,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-24 13:59:00,INC0005,False,False
T000996,2026-02-05 20:23:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,High,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-06 04:26:00,INC0032,False,True
T000530,2026-06-05 22:51:00,Login failing in Android app,The Android application does not complete login for multiple users.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 05:48:00,INC0021,False,False
T000056,2026-02-11 14:33:00,Chromecast cannot start stream,Chromecast sessions terminate unexpectedly during stream startup.,Low,Closed,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-02-11 20:39:00,INC0019,False,False
T000121,2026-05-24 18:34:00,Player startup failure Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-24 21:37:00,INC0030,False,False
T000216,2026-06-04 10:06:00,Cast session disconnects,The mobile app connects to Chromecast but playback fails to initialize.,Medium,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-06-04 12:05:00,INC0012,False,False
T000026,2026-02-11 17:38:00,Black screen on Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,High,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0022,False,False
T000073,2026-01-02 07:27:00,TV guide has empty slots,Customers cannot see programme titles for multiple live channels.,Low,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 08:08:00,INC0008,False,False
T000045,2026-02-28 02:39:00,DRM error on Samsung devices,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-02-28 13:12:00,INC0025,False,False
T000248,2026-04-09 14:54:00,Login failing in Android app,The Android application does not complete login for multiple customers.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 15:21:00,INC0035,False,False
T000722,2026-04-13 08:53:00,Cast session disconnects,Chromecast sessions terminate unexpectedly during stream startup.,Medium,Closed,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-04-13 19:33:00,INC0026,False,False
T000282,2026-06-25 11:40:00,Black screen on Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 20:30:00,INC0024,False,False
T000894,2026-02-28 18:31:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Open,Other,iOS,Mobile,NO,Other,Customer Support,,,,True,False
T000915,2026-03-12 22:36:00,Volume mismatch,Volume level changes between two specific channels.,Medium,Closed,Other,iOS,Browser,DK,Other,Customer Support,,,,True,False
T000811,2026-02-06 09:59:00,Live TV timeout on Android TV,Live playback fails intermittently due to upstream timeout issues. Please investigate.,Medium,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 19:45:00,INC0029,False,False
T000245,2026-06-04 11:04:00,Unable to cast VOD,Casting begins but the session disconnects before video starts.,Critical,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-06-04 12:33:00,INC0012,False,False
T000823,2026-01-12 22:24:00,Authentication error on mobile,Login attempts fail on Android mobile clients after entering valid credentials.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 06:20:00,INC0016,False,False
T000322,2026-06-17 16:44:00,Live TV fails on tvOS,tvOS clients are unable to initialize playback for live content.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-18 03:23:00,INC0028,False,False
T000644,2026-02-28 02:51:00,Playback fails on Samsung TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation. Please investigate.,Medium,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0025,False,False
T000159,2026-05-24 19:40:00,Apple TV playback does not start,Customers report player startup failures on Apple TV devices.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-25 04:27:00,INC0030,False,False
T000978,2026-06-04 10:02:00,Chromecast cannot start stream,Chromecast sessions terminate unexpectedly during stream startup.,High,Closed,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-06-04 15:38:00,INC0012,False,True
T000430,2026-05-16 10:26:00,Live TV timeout on Android TV,Set-top boxes lose the streaming connection shortly after playback starts.,,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 17:58:00,INC0036,False,False
T000942,2026-01-24 19:03:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Closed,Other,Android,Browser,DK,Other,Customer Support,,,,True,False
T000463,2026-06-25 14:16:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Critical,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 22:39:00,INC0024,False,False
T000310,2026-06-21 09:07:00,Live TV fails on tvOS,tvOS clients are unable to initialize playback for live content.,Low,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-21 19:11:00,INC0020,False,False
T000698,2026-04-22 08:50:00,EPG not updating,Customers cannot see programme titles for multiple live channels. Please investigate.,,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-04-22 15:18:00,INC0039,False,False
T000061,2026-06-24 23:59:00,DRM error on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Critical,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-25 01:29:00,INC0037,False,False
T000885,2026-03-12 22:09:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,In Progress,Other,iOS,Mobile,SE,Other,Customer Support,,,,True,False
T000596,2026-05-24 21:08:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen. Please investigate.,High,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-25 08:28:00,INC0030,False,False
T000768,2026-06-04 11:45:00,Chromecast cannot start stream,Casting begins but the session disconnects before video starts.,,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-06-04 13:45:00,INC0012,False,False
T000650,2026-02-11 15:17:00,Player startup failure Apple TV,tvOS clients are unable to initialize playback for live content.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-12 01:41:00,INC0022,False,False
T000651,2026-03-09 18:59:00,DRM error on Samsung devices,Several users cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-09 22:46:00,INC0040,False,False
T000866,2026-05-12 08:33:00,Subtitle prefernce reset,Subtitle language preference resets after application restart.,Critical,Resolved,Other,Web,Mobile,NO,Other,Customer Support,,,,True,False
T000669,2026-02-05 17:05:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts. Please investigate.,High,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-05 21:13:00,INC0032,False,False
T000299,2026-02-05 16:54:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-06 03:47:00,INC0032,False,False
T000690,2026-03-09 18:26:00,Samsung plaback returns 403,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation. Please investigate.,Critical,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0040,False,False
T000315,2026-06-17 16:58:00,Player startup failure Apple TV,Customers report player startup failures on Apple TV devices.,Low,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0028,False,False
T000311,2026-06-24 03:04:00,Android users cannot log in,The Android application does not complete login for multiple customers.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 13:14:00,INC0003,False,False
T000362,2026-06-04 09:57:00,Chromecast playback fails,Casting begins but the session disconnects before video starts.,High,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-06-04 14:18:00,INC0012,False,False
T000480,2026-05-24 20:30:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,High,Resolved,Network,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-25 04:30:00,INC0030,False,False
T000111,2026-06-01 15:31:00,401 when signing in on Android,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,In Progress,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0004,False,False
T000990,2026-02-09 14:42:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-10 01:02:00,INC0043,False,True
T000487,2026-05-24 20:48:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0030,False,False
T000364,2026-05-19 19:58:00,VOD playback buffering in Denmark,A high buffering ratio is observed across VOD sessions served by the primary CDN.,Low,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 02:57:00,INC0044,False,False
T000255,2026-02-05 18:26:00,Player startup failure Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-06 00:22:00,INC0032,False,False
T000260,2026-06-25 11:52:00,Player startup failure Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 12:55:00,INC0024,False,False
T000803,2026-06-24 14:16:00,High bufering on VOD,Video delivery is slow and startup time has increased for browser clients.,Medium,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0034,False,False
T000678,2026-04-28 17:29:00,Playback fails on Samsung TV Please investigate.,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Critical,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0013,False,False
T000495,2026-02-05 18:03:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-06 03:12:00,INC0032,False,False
T000671,2026-02-09 14:25:00,Apple TV playback does not start,tvOS clients are unable to initialize playback for live content.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 16:51:00,INC0043,False,False
T000378,2026-06-24 00:31:00,401 when signing in n Android,Customers using the Android app are unable to sign in and receive HTTP 401.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 02:33:00,INC0003,False,False
T000527,2026-05-26 22:27:00,Live T fails on tvOS,tvOS clients are unable to initialize playback for live content.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-26 23:01:00,INC0027,False,False
T000846,2026-04-13 08:15:00,Unable to cast VOD,The mobile app connects to Chromecast but playback fails to initialize.,Medium,In Progress,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0026,False,False
T000138,2026-06-04 09:18:00,Unable to cast VOD,Chromecast sessions terminate unexpectedly during stream startup.,Medium,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-06-04 11:16:00,INC0012,False,False
T000356,2026-01-07 23:35:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Open,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0001,False,False
T000366,2026-05-19 19:54:00,High buffering on VOD Please investigate.,VOD sessions show a significant increase in buffering for customers in Denmark.,Medium,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-19 23:18:00,INC0044,False,False
T000943,2026-06-04 22:04:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,In Progress,Other,Android,Smart TV,DK,Other,Customer Support,,,,True,False
T000750,2026-01-08 01:19:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Low,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-08 04:22:00,INC0001,False,False
T000949,2026-02-28 14:16:00,Remote control issue,One customer reports that the remote control is not responding.,Low,In Progress,Other,Web,Mobile,SE,Other,Customer Support,,,,True,False
T000830,2026-06-03 11:05:00,DRM error on Samsung devices,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-03 16:54:00,INC0045,False,False
